SalesOrderNumber,OrderDate,ProductKey,CustomerKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductCost,SalesAmount,TaxAmt,Freight
SO52009,03/08/2018,485,11830,4,1,21.98,8.2205,21.98,1.7584,0.5495
SO52009,03/08/2018,222,11830,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO52011,03/08/2018,353,12053,4,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO52011,03/08/2018,528,12053,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO52011,03/08/2018,537,12053,4,1,35,13.09,35,2.8,0.875
SO52011,03/08/2018,214,12053,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO52017,03/08/2018,480,12131,7,1,2.29,0.8565,2.29,0.1832,0.0573
SO52017,03/08/2018,530,12131,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO52017,03/08/2018,541,12131,7,1,28.99,10.8423,28.99,2.3192,0.7248
SO52017,03/08/2018,561,12131,7,1,2384.07,1481.9379,2384.07,190.7256,59.6018
SO51990,03/08/2018,477,12165,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO51990,03/08/2018,483,12165,6,1,120,44.88,120,9.6,3
SO51990,03/08/2018,478,12165,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO51990,03/08/2018,467,12165,6,1,24.49,9.1593,24.49,1.9592,0.6123
SO51967,03/08/2018,357,12807,8,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO51967,03/08/2018,477,12807,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO51967,03/08/2018,478,12807,8,1,9.99,3.7363,9.99,0.7992,0.2498
SO51967,03/08/2018,491,12807,8,1,53.99,41.5723,53.99,4.3192,1.3498
SO51967,03/08/2018,463,12807,8,1,24.49,9.1593,24.49,1.9592,0.6123
SO51968,03/08/2018,483,13171,4,1,120,44.88,120,9.6,3
SO52013,03/08/2018,571,13260,8,1,742.35,461.4448,742.35,59.388,18.5588
SO52013,03/08/2018,225,13260,8,1,8.99,6.9223,8.99,0.7192,0.2248
SO51988,03/08/2018,477,13491,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO51988,03/08/2018,478,13491,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO51966,03/08/2018,355,13540,8,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO51966,03/08/2018,485,13540,8,1,21.98,8.2205,21.98,1.7584,0.5495
SO51966,03/08/2018,477,13540,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO51966,03/08/2018,478,13540,8,1,9.99,3.7363,9.99,0.7992,0.2498
SO51966,03/08/2018,225,13540,8,1,8.99,6.9223,8.99,0.7192,0.2248
SO51966,03/08/2018,222,13540,8,1,34.99,13.0863,34.99,2.7992,0.8748
SO52001,03/08/2018,530,13574,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO52001,03/08/2018,214,13574,8,1,34.99,13.0863,34.99,2.7992,0.8748
SO52007,03/08/2018,476,13883,4,1,69.99,26.1763,69.99,5.5992,1.7498
SO52007,03/08/2018,588,13883,4,1,769.49,419.7784,769.49,61.5592,19.2373
SO51969,03/08/2018,480,14052,9,1,2.29,0.8565,2.29,0.1832,0.0573
SO51969,03/08/2018,535,14052,9,1,24.99,9.3463,24.99,1.9992,0.6248
SO52012,03/08/2018,217,14150,10,1,34.99,13.0863,34.99,2.7992,0.8748
SO52012,03/08/2018,568,14150,10,1,742.35,461.4448,742.35,59.388,18.5588
SO51996,03/08/2018,222,14245,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO51996,03/08/2018,485,14245,1,1,21.98,8.2205,21.98,1.7584,0.5495
SO51974,03/08/2018,222,15136,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO51986,03/08/2018,540,15478,6,1,32.6,12.1924,32.6,2.608,0.815
SO51986,03/08/2018,480,15478,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO51986,03/08/2018,529,15478,6,1,3.99,1.4923,3.99,0.3192,0.0998
SO52003,03/08/2018,528,15507,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52003,03/08/2018,483,15507,6,1,120,44.88,120,9.6,3
SO52003,03/08/2018,537,15507,6,1,35,13.09,35,2.8,0.875
SO52004,03/08/2018,535,15562,1,1,24.99,9.3463,24.99,1.9992,0.6248
SO52004,03/08/2018,597,15562,1,1,539.99,294.5797,539.99,43.1992,13.4998
SO51987,03/08/2018,478,16097,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO51995,03/08/2018,485,16227,4,1,21.98,8.2205,21.98,1.7584,0.5495
SO51995,03/08/2018,231,16227,4,1,49.99,38.4923,49.99,3.9992,1.2498
SO51995,03/08/2018,225,16227,4,1,8.99,6.9223,8.99,0.7192,0.2248
SO51994,03/08/2018,484,16334,1,1,7.95,2.9733,7.95,0.636,0.1988
SO51994,03/08/2018,487,16334,1,1,54.99,20.5663,54.99,4.3992,1.3748
SO51994,03/08/2018,485,16334,1,1,21.98,8.2205,21.98,1.7584,0.5495
SO51971,03/08/2018,528,16609,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO51971,03/08/2018,478,16609,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO51971,03/08/2018,477,16609,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO51971,03/08/2018,214,16609,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO51971,03/08/2018,536,16609,9,1,29.99,11.2163,29.99,2.3992,0.7498
SO52014,03/08/2018,536,16664,9,1,29.99,11.2163,29.99,2.3992,0.7498
SO52014,03/08/2018,588,16664,9,1,769.49,419.7784,769.49,61.5592,19.2373
SO51976,03/08/2018,228,17074,9,1,49.99,38.4923,49.99,3.9992,1.2498
SO51976,03/08/2018,225,17074,9,1,8.99,6.9223,8.99,0.7192,0.2248
SO51970,03/08/2018,529,17305,9,1,3.99,1.4923,3.99,0.3192,0.0998
SO51970,03/08/2018,225,17305,9,1,8.99,6.9223,8.99,0.7192,0.2248
SO51970,03/08/2018,486,17305,9,1,159,59.466,159,12.72,3.975
SO51970,03/08/2018,539,17305,9,1,24.99,9.3463,24.99,1.9992,0.6248
SO51998,03/08/2018,535,17882,10,1,24.99,9.3463,24.99,1.9992,0.6248
SO51998,03/08/2018,528,17882,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO51998,03/08/2018,480,17882,10,1,2.29,0.8565,2.29,0.1832,0.0573
SO51997,03/08/2018,528,18174,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO51997,03/08/2018,480,18174,7,1,2.29,0.8565,2.29,0.1832,0.0573
SO51977,03/08/2018,225,18191,9,1,8.99,6.9223,8.99,0.7192,0.2248
SO51965,03/08/2018,529,18250,9,1,3.99,1.4923,3.99,0.3192,0.0998
SO51965,03/08/2018,540,18250,9,1,32.6,12.1924,32.6,2.608,0.815
SO51965,03/08/2018,376,18250,9,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO51984,03/08/2018,480,18329,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO51984,03/08/2018,538,18329,6,1,21.49,8.0373,21.49,1.7192,0.5373
SO52018,03/08/2018,376,18470,9,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO51992,03/08/2018,234,18987,1,1,49.99,38.4923,49.99,3.9992,1.2498
SO51992,03/08/2018,475,18987,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO52016,03/08/2018,382,19403,4,1,1120.49,713.0798,1120.49,89.6392,28.0123
SO52016,03/08/2018,222,19403,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO51979,03/08/2018,217,19477,10,1,34.99,13.0863,34.99,2.7992,0.8748
SO51979,03/08/2018,487,19477,10,1,54.99,20.5663,54.99,4.3992,1.3748
SO51979,03/08/2018,376,19477,10,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO51978,03/08/2018,479,19969,9,1,8.99,3.3623,8.99,0.7192,0.2248
SO51978,03/08/2018,491,19969,9,1,53.99,41.5723,53.99,4.3192,1.3498
SO51978,03/08/2018,477,19969,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52006,03/08/2018,376,20204,4,1,2443.35,1554.9479,2443.35,195.468,61.0838
SO52006,03/08/2018,540,20204,4,1,32.6,12.1924,32.6,2.608,0.815
SO51972,03/08/2018,537,21176,9,1,35,13.09,35,2.8,0.875
SO52005,03/08/2018,485,21652,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO52005,03/08/2018,222,21652,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52005,03/08/2018,598,21652,6,1,539.99,294.5797,539.99,43.1992,13.4998
SO51989,03/08/2018,477,21918,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO51989,03/08/2018,478,21918,4,1,9.99,3.7363,9.99,0.7992,0.2498
SO51989,03/08/2018,490,21918,4,1,53.99,41.5723,53.99,4.3192,1.3498
SO52015,03/08/2018,214,22282,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO52015,03/08/2018,605,22282,1,1,539.99,343.6496,539.99,43.1992,13.4998
SO51973,03/08/2018,528,22846,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO51973,03/08/2018,217,22846,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO51973,03/08/2018,537,22846,9,1,35,13.09,35,2.8,0.875
SO51999,03/08/2018,225,25799,10,1,8.99,6.9223,8.99,0.7192,0.2248
SO51999,03/08/2018,477,25799,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO51985,03/08/2018,530,27066,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO51985,03/08/2018,541,27066,4,1,28.99,10.8423,28.99,2.3192,0.7248
SO51993,03/08/2018,474,27502,6,1,69.99,26.1763,69.99,5.5992,1.7498
SO52000,03/08/2018,465,27942,7,1,24.49,9.1593,24.49,1.9592,0.6123
SO52000,03/08/2018,530,27942,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO51982,03/08/2018,530,28274,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52030,04/08/2018,484,11125,9,1,7.95,2.9733,7.95,0.636,0.1988
SO52054,04/08/2018,222,11207,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO52054,04/08/2018,528,11207,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52054,04/08/2018,537,11207,1,1,35,13.09,35,2.8,0.875
SO52035,04/08/2018,540,11300,6,1,32.6,12.1924,32.6,2.608,0.815
SO52035,04/08/2018,225,11300,6,1,8.99,6.9223,8.99,0.7192,0.2248
SO52058,04/08/2018,489,11325,1,1,53.99,41.5723,53.99,4.3192,1.3498
SO52058,04/08/2018,487,11325,1,1,54.99,20.5663,54.99,4.3992,1.3748
SO52058,04/08/2018,477,11325,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52058,04/08/2018,478,11325,1,1,9.99,3.7363,9.99,0.7992,0.2498
SO52058,04/08/2018,485,11325,1,1,21.98,8.2205,21.98,1.7584,0.5495
SO52058,04/08/2018,357,11325,1,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO52020,04/08/2018,480,11344,10,1,2.29,0.8565,2.29,0.1832,0.0573
SO52020,04/08/2018,361,11344,10,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO52022,04/08/2018,480,11488,10,1,2.29,0.8565,2.29,0.1832,0.0573
SO52022,04/08/2018,355,11488,10,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO52023,04/08/2018,222,11500,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52053,04/08/2018,528,11723,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52053,04/08/2018,537,11723,6,1,35,13.09,35,2.8,0.875
SO52057,04/08/2018,472,12060,6,1,63.5,23.749,63.5,5.08,1.5875
SO52057,04/08/2018,217,12060,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52057,04/08/2018,353,12060,6,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO52021,04/08/2018,363,12806,8,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO52021,04/08/2018,485,12806,8,1,21.98,8.2205,21.98,1.7584,0.5495
SO52021,04/08/2018,228,12806,8,1,49.99,38.4923,49.99,3.9992,1.2498
SO52055,04/08/2018,477,13234,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52055,04/08/2018,478,13234,1,1,9.99,3.7363,9.99,0.7992,0.2498
SO52055,04/08/2018,485,13234,1,1,21.98,8.2205,21.98,1.7584,0.5495
SO52049,04/08/2018,528,13818,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO52049,04/08/2018,537,13818,7,1,35,13.09,35,2.8,0.875
SO52034,04/08/2018,488,14091,6,1,53.99,41.5723,53.99,4.3192,1.3498
SO52041,04/08/2018,488,15413,6,1,53.99,41.5723,53.99,4.3192,1.3498
SO52041,04/08/2018,476,15413,6,1,69.99,26.1763,69.99,5.5992,1.7498
SO52045,04/08/2018,528,15476,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO52045,04/08/2018,480,15476,4,1,2.29,0.8565,2.29,0.1832,0.0573
SO52043,04/08/2018,528,16384,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO52043,04/08/2018,480,16384,4,1,2.29,0.8565,2.29,0.1832,0.0573
SO52032,04/08/2018,486,16406,10,1,159,59.466,159,12.72,3.975
SO52032,04/08/2018,588,16406,10,1,769.49,419.7784,769.49,61.5592,19.2373
SO52033,04/08/2018,225,16427,10,1,8.99,6.9223,8.99,0.7192,0.2248
SO52033,04/08/2018,477,16427,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO52033,04/08/2018,478,16427,10,1,9.99,3.7363,9.99,0.7992,0.2498
SO52033,04/08/2018,589,16427,10,1,769.49,419.7784,769.49,61.5592,19.2373
SO52040,04/08/2018,475,16848,6,1,69.99,26.1763,69.99,5.5992,1.7498
SO52040,04/08/2018,467,16848,6,1,24.49,9.1593,24.49,1.9592,0.6123
SO52044,04/08/2018,225,17276,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO52044,04/08/2018,489,17276,1,1,53.99,41.5723,53.99,4.3192,1.3498
SO52044,04/08/2018,477,17276,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52064,04/08/2018,579,17976,8,1,1214.85,755.1508,1214.85,97.188,30.3713
SO52064,04/08/2018,228,17976,8,1,49.99,38.4923,49.99,3.9992,1.2498
SO52025,04/08/2018,477,18293,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52025,04/08/2018,478,18293,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO52025,04/08/2018,222,18293,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO52025,04/08/2018,485,18293,9,1,21.98,8.2205,21.98,1.7584,0.5495
SO52060,04/08/2018,539,18699,9,1,24.99,9.3463,24.99,1.9992,0.6248
SO52060,04/08/2018,529,18699,9,1,3.99,1.4923,3.99,0.3192,0.0998
SO52060,04/08/2018,582,18699,9,1,1700.99,1082.51,1700.99,136.0792,42.5248
SO52056,04/08/2018,594,18960,4,1,564.99,308.2179,564.99,45.1992,14.1248
SO52056,04/08/2018,488,18960,4,1,53.99,41.5723,53.99,4.3192,1.3498
SO52024,04/08/2018,478,19087,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO52024,04/08/2018,477,19087,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52024,04/08/2018,485,19087,9,1,21.98,8.2205,21.98,1.7584,0.5495
SO52031,04/08/2018,480,19088,9,1,2.29,0.8565,2.29,0.1832,0.0573
SO52063,04/08/2018,222,19532,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO52063,04/08/2018,231,19532,4,1,49.99,38.4923,49.99,3.9992,1.2498
SO52063,04/08/2018,382,19532,4,1,1120.49,713.0798,1120.49,89.6392,28.0123
SO52048,04/08/2018,528,19781,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52048,04/08/2018,480,19781,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO52046,04/08/2018,528,20130,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52051,04/08/2018,529,20142,7,1,3.99,1.4923,3.99,0.3192,0.0998
SO52061,04/08/2018,222,20158,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO52061,04/08/2018,584,20158,9,1,539.99,343.6496,539.99,43.1992,13.4998
SO52047,04/08/2018,485,20492,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO52047,04/08/2018,237,20492,6,1,49.99,38.4923,49.99,3.9992,1.2498
SO52039,04/08/2018,225,21762,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO52039,04/08/2018,487,21762,1,1,54.99,20.5663,54.99,4.3992,1.3748
SO52039,04/08/2018,477,21762,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52039,04/08/2018,478,21762,1,1,9.99,3.7363,9.99,0.7992,0.2498
SO52050,04/08/2018,217,21861,7,1,34.99,13.0863,34.99,2.7992,0.8748
SO52050,04/08/2018,477,21861,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO52019,04/08/2018,479,23411,9,1,8.99,3.3623,8.99,0.7192,0.2248
SO52019,04/08/2018,477,23411,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52019,04/08/2018,382,23411,9,1,1120.49,713.0798,1120.49,89.6392,28.0123
SO52038,04/08/2018,536,23466,1,1,29.99,11.2163,29.99,2.3992,0.7498
SO52042,04/08/2018,222,23559,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52042,04/08/2018,467,23559,6,1,24.49,9.1593,24.49,1.9592,0.6123
SO52042,04/08/2018,528,23559,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52029,04/08/2018,478,24494,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO52062,04/08/2018,579,25146,1,1,1214.85,755.1508,1214.85,97.188,30.3713
SO52062,04/08/2018,225,25146,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO52036,04/08/2018,535,25337,1,1,24.99,9.3463,24.99,1.9992,0.6248
SO52036,04/08/2018,528,25337,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52059,04/08/2018,567,25749,7,1,742.35,461.4448,742.35,59.388,18.5588
SO52052,04/08/2018,477,25801,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO52028,04/08/2018,214,26132,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO52028,04/08/2018,528,26132,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52037,04/08/2018,535,26199,4,1,24.99,9.3463,24.99,1.9992,0.6248
SO52027,04/08/2018,214,27981,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO52027,04/08/2018,530,27981,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52026,04/08/2018,477,29287,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52072,05/08/2018,477,11113,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52072,05/08/2018,217,11113,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO52072,05/08/2018,478,11113,9,1,9.99,3.7363,9.99,0.7992,0.2498
SO52074,05/08/2018,222,11211,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52074,05/08/2018,467,11211,6,1,24.49,9.1593,24.49,1.9592,0.6123
SO52074,05/08/2018,530,11211,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52083,05/08/2018,536,11300,6,1,29.99,11.2163,29.99,2.3992,0.7498
SO52083,05/08/2018,480,11300,6,1,2.29,0.8565,2.29,0.1832,0.0573
SO52104,05/08/2018,359,11327,4,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO52104,05/08/2018,537,11327,4,1,35,13.09,35,2.8,0.875
SO52104,05/08/2018,528,11327,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO52104,05/08/2018,480,11327,4,1,2.29,0.8565,2.29,0.1832,0.0573
SO52105,05/08/2018,477,11522,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52105,05/08/2018,478,11522,1,1,9.99,3.7363,9.99,0.7992,0.2498
SO52105,05/08/2018,361,11522,1,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO52067,05/08/2018,484,12197,4,1,7.95,2.9733,7.95,0.636,0.1988
SO52073,05/08/2018,228,12247,9,1,49.99,38.4923,49.99,3.9992,1.2498
SO52066,05/08/2018,234,12533,1,1,49.99,38.4923,49.99,3.9992,1.2498
SO52066,05/08/2018,225,12533,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO52066,05/08/2018,477,12533,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52066,05/08/2018,479,12533,1,1,8.99,3.3623,8.99,0.7192,0.2248
SO52102,05/08/2018,478,12724,8,1,9.99,3.7363,9.99,0.7992,0.2498
SO52102,05/08/2018,477,12724,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO52068,05/08/2018,528,13635,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52068,05/08/2018,535,13635,9,1,24.99,9.3463,24.99,1.9992,0.6248
SO52068,05/08/2018,480,13635,9,1,2.29,0.8565,2.29,0.1832,0.0573
SO52088,05/08/2018,477,13860,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52088,05/08/2018,478,13860,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO52095,05/08/2018,486,13872,1,1,159,59.466,159,12.72,3.975
SO52095,05/08/2018,485,13872,1,1,21.98,8.2205,21.98,1.7584,0.5495
SO52084,05/08/2018,477,14446,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52084,05/08/2018,478,14446,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO52085,05/08/2018,477,14561,6,1,4.99,1.8663,4.99,0.3992,0.1248
SO52085,05/08/2018,214,14561,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52085,05/08/2018,478,14561,6,1,9.99,3.7363,9.99,0.7992,0.2498
SO52091,05/08/2018,489,15157,6,1,53.99,41.5723,53.99,4.3192,1.3498
SO52091,05/08/2018,476,15157,6,1,69.99,26.1763,69.99,5.5992,1.7498
SO52097,05/08/2018,484,15617,7,1,7.95,2.9733,7.95,0.636,0.1988
SO52097,05/08/2018,485,15617,7,1,21.98,8.2205,21.98,1.7584,0.5495
SO52097,05/08/2018,528,15617,7,1,4.99,1.8663,4.99,0.3992,0.1248
SO52097,05/08/2018,535,15617,7,1,24.99,9.3463,24.99,1.9992,0.6248
SO52099,05/08/2018,530,15681,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO52099,05/08/2018,541,15681,10,1,28.99,10.8423,28.99,2.3192,0.7248
SO52094,05/08/2018,528,15861,4,1,4.99,1.8663,4.99,0.3992,0.1248
SO52094,05/08/2018,480,15861,4,1,2.29,0.8565,2.29,0.1832,0.0573
SO52101,05/08/2018,485,16964,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO52093,05/08/2018,477,17685,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52090,05/08/2018,481,18889,1,1,8.99,3.3623,8.99,0.7192,0.2248
SO52090,05/08/2018,474,18889,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO52089,05/08/2018,475,18935,4,1,69.99,26.1763,69.99,5.5992,1.7498
SO52087,05/08/2018,225,19713,1,1,8.99,6.9223,8.99,0.7192,0.2248
SO52087,05/08/2018,475,19713,1,1,69.99,26.1763,69.99,5.5992,1.7498
SO52096,05/08/2018,487,20050,7,1,54.99,20.5663,54.99,4.3992,1.3748
SO52096,05/08/2018,529,20050,7,1,3.99,1.4923,3.99,0.3192,0.0998
SO52070,05/08/2018,538,20237,9,1,21.49,8.0373,21.49,1.7192,0.5373
SO52069,05/08/2018,538,20453,9,1,21.49,8.0373,21.49,1.7192,0.5373
SO52086,05/08/2018,478,20681,4,1,9.99,3.7363,9.99,0.7992,0.2498
SO52071,05/08/2018,217,21366,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO52071,05/08/2018,528,21366,9,1,4.99,1.8663,4.99,0.3992,0.1248
SO52103,05/08/2018,485,21618,6,1,21.98,8.2205,21.98,1.7584,0.5495
SO52103,05/08/2018,598,21618,6,1,539.99,294.5797,539.99,43.1992,13.4998
SO52065,05/08/2018,217,23311,9,1,34.99,13.0863,34.99,2.7992,0.8748
SO52065,05/08/2018,382,23311,9,1,1120.49,713.0798,1120.49,89.6392,28.0123
SO52080,05/08/2018,536,23690,4,1,29.99,11.2163,29.99,2.3992,0.7498
SO52080,05/08/2018,481,23690,4,1,8.99,3.3623,8.99,0.7192,0.2248
SO52082,05/08/2018,222,23831,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO52082,05/08/2018,536,23831,1,1,29.99,11.2163,29.99,2.3992,0.7498
SO52082,05/08/2018,528,23831,1,1,4.99,1.8663,4.99,0.3992,0.1248
SO52079,05/08/2018,529,24486,4,1,3.99,1.4923,3.99,0.3192,0.0998
SO52079,05/08/2018,540,24486,4,1,32.6,12.1924,32.6,2.608,0.815
SO52077,05/08/2018,487,24652,1,1,54.99,20.5663,54.99,4.3992,1.3748
SO52077,05/08/2018,540,24652,1,1,32.6,12.1924,32.6,2.608,0.815
SO52077,05/08/2018,529,24652,1,1,3.99,1.4923,3.99,0.3192,0.0998
SO52106,05/08/2018,563,24660,4,1,2384.07,1481.9379,2384.07,190.7256,59.6018
SO52106,05/08/2018,222,24660,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO52081,05/08/2018,480,25045,1,1,2.29,0.8565,2.29,0.1832,0.0573
SO52081,05/08/2018,529,25045,1,1,3.99,1.4923,3.99,0.3192,0.0998
SO52081,05/08/2018,540,25045,1,1,32.6,12.1924,32.6,2.608,0.815
SO52078,05/08/2018,529,25439,4,1,3.99,1.4923,3.99,0.3192,0.0998
SO52078,05/08/2018,540,25439,4,1,32.6,12.1924,32.6,2.608,0.815
SO52078,05/08/2018,214,25439,4,1,34.99,13.0863,34.99,2.7992,0.8748
SO52100,05/08/2018,530,27184,8,1,4.99,1.8663,4.99,0.3992,0.1248
SO52100,05/08/2018,222,27184,8,1,34.99,13.0863,34.99,2.7992,0.8748
SO52100,05/08/2018,231,27184,8,1,49.99,38.4923,49.99,3.9992,1.2498
SO52092,05/08/2018,475,27415,6,1,69.99,26.1763,69.99,5.5992,1.7498
SO52075,05/08/2018,541,27624,4,1,28.99,10.8423,28.99,2.3192,0.7248
SO52076,05/08/2018,222,28226,1,1,34.99,13.0863,34.99,2.7992,0.8748
SO52076,05/08/2018,529,28226,1,1,3.99,1.4923,3.99,0.3192,0.0998
SO52076,05/08/2018,538,28226,1,1,21.49,8.0373,21.49,1.7192,0.5373
SO52098,05/08/2018,484,28908,10,1,7.95,2.9733,7.95,0.636,0.1988
SO52098,05/08/2018,529,28908,10,1,3.99,1.4923,3.99,0.3192,0.0998
SO52098,05/08/2018,538,28908,10,1,21.49,8.0373,21.49,1.7192,0.5373
SO52127,06/08/2018,529,11176,6,1,3.99,1.4923,3.99,0.3192,0.0998
SO52127,06/08/2018,222,11176,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52127,06/08/2018,540,11176,6,1,32.6,12.1924,32.6,2.608,0.815
SO52113,06/08/2018,214,11277,6,1,34.99,13.0863,34.99,2.7992,0.8748
SO52147,06/08/2018,484,11302,1,1,7.95,2.9733,7.95,0.636,0.1988
SO52147,06/08/2018,485,11302,1,1,21.98,8.2205,21.98,1.7584,0.5495
SO52147,06/08/2018,537,11302,1,1,35,13.09,35,2.8,0.875
SO52147,06/08/2018,363,11302,1,1,2294.99,1251.9813,2294.99,183.5992,57.3748
SO52108,06/08/2018,484,11394,10,1,7.95,2.9733,7.95,0.636,0.1988
SO52108,06/08/2018,477,11394,10,1,4.99,1.8663,4.99,0.3992,0.1248
SO52108,06/08/2018,478,11394,10,1,9.99,3.7363,9.99,0.7992,0.2498
SO52108,06/08/2018,353,11394,10,1,2319.99,1265.6195,2319.99,185.5992,57.9998
SO52109,06/08/2018,222,11416,7,1,34.99,13.0863,34.99,2.7992,0.8748
